url,statuscode
http://www.keck.usc.edu/events-2/2016-02-02/,200
http://www.keck.usc.edu/web-policy-guidelines-and-governance/,200
http://www.keck.usc.edu/education/md-program/combined-degrees/md-mph-program/,200
http://www.keck.usc.edu/wp-content/uploads/2015/12/LonSchneider-300x200.jpg,200
http://www.keck.usc.edu/research/grants-funding/funding-facts-figures/,200
http://keck.usc.edu/en/About/Administrative_Offices/~/media/Images/Offices/Development/Body/callout-gift.png?h=69&w=82,200
http://keck.usc.edu/favicon.ico,404
http://www.keck.usc.edu/wp-content/uploads/2015/12/Chui-201x300.jpg,200
http://keck.usc.edu/en/Education/Academic_Department_and_Divisions/Department_of_Radiation_Oncology.aspx,200
http://www.keck.usc.edu/education/,200
http://www.keck.usc.edu/events/ophthalmology-grand-rounds-ananth-sastry-md-usc/,200
http://www.keck.usc.edu/education/masters-programs/,200
http://www.keck.usc.edu/locations/childrens-hospital-los-angeles-saban-auditorium/,200
http://www.keck.usc.edu/education/masters-programs/contact-us/,200
http://www.keck.usc.edu/author/whadmin/,200
http://www.keck.usc.edu/wp-content/uploads/2016/02/2016_tsri_annual_symposium-214x300.jpg,200
http://www.keck.usc.edu/events-2/2016-02-04/,200
http://www.keck.usc.edu/education/masters-programs/programs/,200
http://www.keck.usc.edu/education/student-services/current-student-resources/,200
http://www.keck.usc.edu/events/faculty-development-seminar-engaging-learners-in-a-large-group/,200
http://www.keck.usc.edu/wp-content/uploads/2015/03/medical-lab_thumb.jpg,200
http://www.keck.usc.edu/wp-content/themes/Avada/images/shared/ksom-logo.png,200
http://www.keck.usc.edu/events-2/2016-02-16/,200
http://www.keck.usc.edu/events/categories/pediatrics/,200
http://www.keck.usc.edu/research/about-keck-school-of-medicine-research/office-of-research/,200
http://www.keck.usc.edu/education/masters-programs/financial-aid/,200
http://www.keck.usc.edu/about-us/leadership/board-of-overseers/,200
http://www.keck.usc.edu/wp-content/uploads/2016/02/2016_tsri_annual_symposium.pdf,200
http://keck.usc.edu/en/Education/Academic_Department_and_Divisions/Physician_Assistant_Program.aspx,200
http://www.keck.usc.edu/keck-events/?pno=3,200
http://www.keck.usc.edu/events/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport08-oct2009.pdf,200
http://www.keck.usc.edu/research/research-resources/,200
http://www.keck.usc.edu/search-keck/,200
http://www.keck.usc.edu/keck-events/?pno=4,200
http://keck.usc.edu/Research.aspx,301
http://www.keck.usc.edu/education/phd-programs/admissions/,200
http://www.keck.usc.edu/results/,200
http://www.keck.usc.edu/?p=7178,301
http://www.keck.usc.edu/keck-events,301
http://www.keck.usc.edu/keck-school-news-events/?ajaxCalendar=1&mo=1&yr=2016,200
http://keck.usc.edu/en/Education/Academic_Department_and_Divisions/Department_of_Radiology.aspx,200
http://www.keck.usc.edu/keck-events/?pno=5,200
http://www.keck.usc.edu/about-us/leadership/chairs/,200
http://www.keck.usc.edu/form/submit-calendar/,200
http://www.keck.usc.edu/research/grants-funding/manage-an-award/,200
http://www.keck.usc.edu/?p=1479,301
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport06-mar2009.jpg,200
